1.01875	1.86265e-08	3.72529e-08	0.24425
1.04375	0.344583	0.10798	0.126772
1.06875	0.344583	0.10798	0.126772
1.09375	0.358675	0.1134	0.161779
1.11875	0.358675	0.1134	0.161779
1.14375	0.352203	0.108431	0.182336
1.16875	0.346882	0.105951	0.194048
1.19375	0.340361	0.101623	0.201538
1.21875	0.337236	0.0992558	0.217333
1.24375	0.33531	0.0978686	0.236225
1.26875	0.333364	0.0966055	0.237561
1.29375	0.329855	0.0932319	0.231544
1.31875	0.329855	0.0932319	0.231544
1.34375	0.325662	0.0891216	0.225976
1.36875	0.321042	0.0855016	0.222266
1.39375	0.31724	0.0861541	0.223201
1.41875	0.314684	0.0929491	0.230041
1.44375	0.314684	0.0929491	0.230041
1.46875	0.309319	0.0976463	0.245193
1.49375	0.309319	0.0976463	0.245193
1.51875	0.2998	0.0982638	0.260759
1.54375	0.288962	0.0989378	0.271436
1.56875	0.278925	0.10658	0.279454
1.59375	0.266737	0.133318	0.281197
1.61875	0.260306	0.166662	0.286624
1.64375	0.260306	0.166662	0.286624
1.66875	0.256264	0.21235	0.280173
1.69375	0.254115	0.260888	0.251999
1.71875	0.254115	0.260888	0.251999
1.74375	0.25292	0.310801	0.20267
1.76875	0.25292	0.310801	0.20267
1.79375	0.272055	0.357298	0.181064
1.81875	0.306468	0.451116	0.124994
1.84375	0.306468	0.451116	0.124994
1.86875	0.304786	0.450348	0.140885
1.89375	0.302483	0.448867	0.178531
1.91875	0.300298	0.447655	0.195111
1.94375	0.300298	0.447655	0.195111
1.96875	0.298922	0.444255	0.208936
1.99375	0.298128	0.442675	0.225113
2.01875	0.297546	0.440831	0.243366
2.04375	0.297081	0.437899	0.235953
2.06875	0.297081	0.437899	0.235953
2.09375	0.297081	0.437899	0.235953
2.11875	0.29298	0.419462	0.222867
2.14375	0.29298	0.419462	0.222867
2.16875	0.290242	0.410155	0.224781
2.19375	0.288134	0.3977	0.233181
2.21875	0.289906	0.389318	0.240093
2.24375	0.289393	0.38736	0.247709
2.26875	0.282758	0.390637	0.256735
2.29375	0.268808	0.39908	0.266506
2.31875	0.268808	0.39908	0.266506
2.34375	0.246804	0.414284	0.274027
2.36875	0.215134	0.439817	0.276795
2.39375	0.17466	0.474629	0.271349
2.41875	0.093378	0.547622	0.20773
2.44375	0.0786943	0.596626	0.175312
2.46875	0.0857962	0.657484	0.138621
2.49375	0.0715608	0.696614	0.10723
2.51875	0.0406367	0.7163	0.110838
2.54375	0.0406367	0.7163	0.110838
2.56875	0.028176	0.724281	0.131325
2.59375	0.0331381	0.720246	0.151173
2.61875	0.0331381	0.720246	0.151173
2.64375	0.0449163	0.714541	0.1719
2.66875	0.0615384	0.707743	0.19232
2.69375	0.062651	0.706927	0.194687
2.71875	0.0657851	0.704795	0.196977
2.74375	0.0678471	0.703639	0.204235
2.76875	0.0691811	0.702837	0.226559
2.79375	0.0722502	0.700205	0.240885
2.81875	0.0722502	0.700205	0.240885
2.84375	0.0751481	0.697101	0.233355
2.86875	0.0751481	0.697101	0.233355
