1.01875	1.86265e-08	3.72529e-08	0.24425
1.04375	-0.269049	0.131429	0.153981
1.06875	-0.256835	0.127529	0.164596
1.09375	-0.256835	0.127529	0.164596
1.11875	-0.230717	0.125495	0.18268
1.14375	-0.22807	0.128009	0.187835
1.16875	-0.218579	0.130172	0.191961
1.19375	-0.210374	0.131908	0.202444
1.21875	-0.204051	0.133523	0.230395
1.24375	-0.204051	0.133523	0.230395
1.26875	-0.201003	0.13168	0.23459
1.29375	-0.201003	0.13168	0.23459
1.31875	-0.195399	0.126215	0.233676
1.34375	-0.188526	0.118454	0.232283
1.36875	-0.188526	0.118454	0.232283
1.39375	-0.180657	0.108292	0.231544
1.41875	-0.180657	0.108292	0.231544
1.44375	-0.17385	0.0976005	0.233015
1.46875	-0.17385	0.0976005	0.233015
1.49375	-0.169795	0.0903181	0.232728
1.51875	-0.173281	0.0895254	0.235079
1.54375	-0.173281	0.0895254	0.235079
1.56875	-0.18563	0.0955862	0.240493
1.59375	-0.18563	0.0955862	0.240493
1.61875	-0.204518	0.110462	0.241958
1.64375	-0.228175	0.135451	0.243553
1.66875	-0.228175	0.135451	0.243553
1.69375	-0.261347	0.171001	0.245206
1.71875	-0.30055	0.212633	0.232001
1.74375	-0.339336	0.255878	0.198225
1.76875	-0.351818	0.310588	0.163065
1.79375	-0.351818	0.310588	0.163065
1.81875	-0.363001	0.356211	0.131871
1.84375	-0.370514	0.351095	0.142218
1.86875	-0.359489	0.345778	0.160196
1.89375	-0.344689	0.344196	0.189508
1.91875	-0.338169	0.343038	0.195638
1.94375	-0.33424	0.341966	0.201191
1.96875	-0.33018	0.339674	0.210374
1.99375	-0.33018	0.339674	0.210374
2.01875	-0.318808	0.324809	0.227064
2.04375	-0.313998	0.317958	0.225872
2.06875	-0.309163	0.311624	0.225645
2.09375	-0.305745	0.304814	0.226664
2.11875	-0.303464	0.296442	0.227639
2.14375	-0.303464	0.296442	0.227639
2.16875	-0.303464	0.296442	0.227639
2.19375	-0.303312	0.27363	0.230276
2.21875	-0.305528	0.261383	0.228305
2.24375	-0.30498	0.257351	0.236888
2.26875	-0.30498	0.257351	0.236888
2.29375	-0.301302	0.25997	0.248509
2.31875	-0.300967	0.26786	0.258362
2.34375	-0.307952	0.282987	0.264658
2.36875	-0.326629	0.305715	0.271666
2.39375	-0.358054	0.335333	0.278758
2.41875	-0.358054	0.335333	0.278758
2.44375	-0.397729	0.36901	0.27392
2.46875	-0.439083	0.403284	0.248229
2.49375	-0.480978	0.437615	0.20013
2.51875	-0.524709	0.469342	0.130256
2.54375	-0.551329	0.490883	0.12944
2.56875	-0.594677	0.492998	0.158194
2.59375	-0.594677	0.492998	0.158194
2.61875	-0.58813	0.494515	0.189387
2.64375	-0.586303	0.49391	0.196604
2.66875	-0.581816	0.492599	0.197138
2.69375	-0.581863	0.496154	0.194844
2.71875	-0.581863	0.496154	0.194844
2.74375	-0.589034	0.49834	0.230697
2.76875	-0.590008	0.495022	0.231775
2.79375	-0.588881	0.487474	0.230784
2.81875	-0.588881	0.487474	0.230784
2.84375	-0.582642	0.465511	0.229279
2.86875	-0.579863	0.436002	0.230825
2.89375	-0.582966	0.42243	0.228986
2.91875	-0.582966	0.42243	0.228986
2.94375	-0.609947	0.409372	0.225184
2.96875	-0.609947	0.409372	0.225184
2.99375	-0.626385	0.421164	0.250621
3.01875	-0.608294	0.462858	0.281482
3.04375	-0.58971	0.49517	0.281236
3.06875	-0.570559	0.531539	0.255704
3.09375	-0.570559	0.531539	0.255704
3.11875	-0.540899	0.597122	0.14112
3.14375	-0.549513	0.60397	0.134662
3.16875	-0.557734	0.605744	0.139156
3.19375	-0.557734	0.605744	0.139156
3.21875	-0.5658	0.609054	0.140055
3.24375	-0.573313	0.612056	0.140171
3.26875	-0.573313	0.612056	0.140171
3.29375	-0.580945	0.614315	0.14049
3.31875	-0.593939	0.611358	0.146442
3.34375	-0.593939	0.611358	0.146442
3.36875	-0.599486	0.613366	0.153917
3.39375	-0.587483	0.615844	0.167571
3.41875	-0.581738	0.618908	0.182102
3.44375	-0.580347	0.622576	0.192556
3.46875	-0.580347	0.622576	0.192556
