1.01875	-0.3732	-0.370461	-0.367466	-0.435182	-0.227037	-0.210261	-0.191321	-0.181573	0.196457
1.04375	-0.385295	-0.384198	-0.382846	-0.407477	-0.325368	-0.317556	-0.307618	-0.301826	0.114674
1.06875	-0.389252	-0.388756	-0.38818	-0.399883	-0.364446	-0.362664	-0.361373	-0.361118	0.006179
1.09375	-0.390745	-0.390461	-0.389914	-0.394645	-0.388288	-0.393274	-0.401661	-0.406967	-0.100046
1.11875	-0.392	-0.391897	-0.39154	-0.383737	-0.41707	-0.438111	-0.468684	-0.486709	-0.212444
1.14375	-0.397387	-0.398628	-0.401284	-0.391554	-0.891408	-0.970609	-1.04197	-1.07251	-0.329422
1.16875	-0.471211	-0.489286	-0.525591	-0.496182	-1.3071	-1.33044	-1.35064	-1.35943	-0.368073
1.19375	-0.53607	-0.566877	-0.62627	-0.58568	-1.44373	-1.45909	-1.47174	-1.47701	-0.387528
1.21875	-0.565913	-0.602288	-0.671323	-0.624923	-1.51318	-1.52111	-1.52701	-1.52937	-0.395287
1.24375	-0.58009	-0.619032	-0.692366	-0.643213	-1.54083	-1.54643	-1.55021	-1.55163	-0.398784
1.26875	-0.584179	-0.624007	-0.699088	-0.649143	-1.55321	-1.55764	-1.56034	-1.56129	-0.400259
1.29375	-0.576869	-0.615781	-0.689963	-0.640801	-1.55789	-1.56211	-1.56451	-1.5653	-0.400901
1.31875	-0.526216	-0.555795	-0.613905	-0.566944	-1.55399	-1.56069	-1.56431	-1.56544	-0.401151
1.34375	-0.443096	-0.454258	-0.476218	-0.433452	-1.24992	-1.3271	-1.39165	-1.41749	-0.397739
1.36875	-0.416154	-0.421341	-0.431283	-0.409173	-0.709824	-0.747129	-0.79072	-0.813693	-0.315694
1.39375	-0.402008	-0.404102	-0.408081	-0.399395	-0.549963	-0.5714	-0.596535	-0.609959	-0.218773
1.41875	-0.396885	-0.397819	-0.399601	-0.395659	-0.458549	-0.468761	-0.482068	-0.489939	-0.130052
1.44375	-0.394473	-0.39487	-0.395626	-0.393968	-0.420555	-0.423888	-0.427532	-0.429295	-0.026288
1.46875	-0.393612	-0.393805	-0.394185	-0.393421	-0.397821	-0.393957	-0.38678	-0.381713	0.092049
1.49375	-0.393439	-0.393582	-0.394189	-0.399066	-0.360286	-0.334405	-0.297512	-0.27603	0.220603
1.51875	-0.166068	-0.205359	-0.329642	-0.777494	0.208532	0.272838	0.330104	0.354045	0.332122
1.54375	0.242137	0.120929	-0.293683	-1.05398	0.555391	0.570638	0.585942	0.592972	0.369482
1.56875	-0.093708	-0.096021	-0.153366	-0.580258	0.676712	0.688172	0.698217	0.702479	0.388085
1.59375	-0.132371	-0.116507	-0.115887	-0.312744	0.734848	0.741174	0.746065	0.748044	0.395538
1.61875	-0.172339	-0.140813	-0.092836	-0.210694	0.758685	0.763567	0.766886	0.768129	0.398889
1.64375	-0.186336	-0.150092	-0.086959	-0.165529	0.769144	0.773284	0.775797	0.77667	0.400304
1.66875	-0.204342	-0.16722	-0.098463	-0.159621	0.772946	0.777098	0.779442	0.780207	0.400919
1.69375	-0.265856	-0.238887	-0.186645	-0.233381	0.766244	0.773996	0.778181	0.779484	0.401146
1.71875	-0.345281	-0.335347	-0.316236	-0.375971	0.400565	0.480076	0.54994	0.579405	0.395713
1.74375	-0.370493	-0.365803	-0.356935	-0.392646	-0.093956	-0.059657	-0.019732	0.001332	0.304765
1.76875	-0.38386	-0.381996	-0.378768	-0.39419	-0.244929	-0.223566	-0.198765	-0.185903	0.214098
1.79375	-0.388768	-0.387936	-0.386425	-0.393063	-0.329651	-0.319024	-0.305003	-0.296824	0.141085
1.81875	-0.391026	-0.390673	-0.390047	-0.392918	-0.365712	-0.361778	-0.357074	-0.354574	0.041367
1.84375	-0.391767	-0.391584	-0.391232	-0.39252	-0.38685	-0.389611	-0.394876	-0.398499	-0.072013
1.86875	-0.392071	-0.391932	-0.391273	-0.38556	-0.404866	-0.416931	-0.435098	-0.446017	-0.170747
1.89375	-0.393444	-0.393645	-0.393948	-0.355332	-0.676274	-0.757668	-0.833739	-0.868253	-0.305501
1.91875	-0.443229	-0.455249	-0.479834	-0.449586	-1.25125	-1.27905	-1.30162	-1.31133	-0.359067
1.94375	-0.52236	-0.550587	-0.605435	-0.56282	-1.41052	-1.42722	-1.44094	-1.44683	-0.383332
1.96875	-0.558854	-0.593924	-0.660726	-0.614164	-1.50087	-1.50955	-1.51592	-1.5185	-0.393546
1.99375	-0.577168	-0.615578	-0.688013	-0.638678	-1.53504	-1.54092	-1.54491	-1.54643	-0.398016
2.01875	-0.583837	-0.623532	-0.698268	-0.648084	-1.55088	-1.55541	-1.55819	-1.55918	-0.399932
2.04375	-0.581108	-0.620637	-0.695636	-0.645922	-1.55712	-1.56127	-1.56364	-1.56443	-0.40076
2.06875	-0.550331	-0.584651	-0.651325	-0.603787	-1.55746	-1.56249	-1.56522	-1.56609	-0.401107
2.09375	-0.461312	-0.476688	-0.507163	-0.391898	-1.44573	-1.49231	-1.52114	-1.53064	-0.400615
2.11875	-0.422489	-0.429072	-0.441925	-0.408538	-0.859572	-0.934121	-1.00776	-1.04114	-0.356492
2.14375	-0.405129	-0.407901	-0.413013	-0.393491	-0.602108	-0.629794	-0.659796	-0.674902	-0.244813
