1.01875	-0.335789	-0.367029	-0.391533	-0.392485	-0.339638	-0.391007	-0.389791	-0.311263	0.047129
1.04375	-0.367114	-0.381121	-0.392174	-0.392604	-0.368788	-0.391936	-0.391387	-0.356107	0.02091
1.06875	-0.386266	-0.389869	-0.39257	-0.392674	-0.386733	-0.39251	-0.392375	-0.383329	0.005897
1.09375	-0.407904	-0.399838	-0.393017	-0.392751	-0.406985	-0.393153	-0.393482	-0.413788	-0.010151
1.11875	-0.472022	-0.428095	-0.394263	-0.392974	-0.464908	-0.394885	-0.396448	-0.504625	-0.06493
1.14375	-0.555557	-0.463072	-0.395843	-0.393303	-0.535104	-0.396925	-0.399879	-0.619346	-0.148151
1.16875	-0.593218	-0.480146	-0.39666	-0.393475	-0.573611	-0.398183	-0.402041	-0.679674	-0.18433
1.19375	-0.662174	-0.515987	-0.398568	-0.393875	-0.666352	-0.401967	-0.408698	-0.812411	-0.242441
1.21875	-0.753745	-0.57017	-0.401811	-0.394568	-0.804126	-0.40958	-0.422244	-0.983835	-0.296688
1.24375	-0.810507	-0.605867	-0.404089	-0.39506	-0.890183	-0.415307	-0.432458	-1.08297	-0.324528
1.26875	-0.800035	-0.59752	-0.403455	-0.39492	-0.8728	-0.413448	-0.429125	-1.06929	-0.324555
1.29375	-0.729813	-0.554185	-0.400777	-0.394345	-0.762843	-0.406913	-0.41747	-0.938198	-0.288625
1.31875	-0.661294	-0.515529	-0.398578	-0.39388	-0.66052	-0.402058	-0.408864	-0.80076	-0.238774
1.34375	-0.605156	-0.487744	-0.397099	-0.393552	-0.594018	-0.399283	-0.404017	-0.704516	-0.188963
1.36875	-0.50246	-0.442515	-0.394991	-0.393128	-0.497352	-0.396125	-0.398599	-0.552718	-0.091707
1.39375	-0.44873	-0.418176	-0.393867	-0.392915	-0.445848	-0.39443	-0.395679	-0.47378	-0.046092
1.41875	-0.418482	-0.404468	-0.393238	-0.392798	-0.417192	-0.393498	-0.394074	-0.42993	-0.020844
1.44375	-0.400744	-0.396325	-0.392867	-0.392731	-0.400352	-0.39295	-0.39313	-0.404475	-0.006929
1.46875	-0.38459	-0.388845	-0.39253	-0.392673	-0.385101	-0.392459	-0.392284	-0.38163	0.00502
1.49375	-0.347136	-0.371864	-0.391776	-0.392543	-0.350422	-0.391388	-0.390442	-0.328648	0.034054
1.51875	-0.252042	-0.331462	-0.389975	-0.392191	-0.267961	-0.388985	-0.386368	-0.195178	0.125736
1.54375	-0.196965	-0.306963	-0.388804	-0.391938	-0.214067	-0.387245	-0.383395	-0.110038	0.179598
