1.01875	-0.387123	-0.391758	-0.392092	-0.391549	-0.388803	-0.391995	-0.391488	-0.363596	0.161498
1.04375	-0.388924	-0.391973	-0.392208	-0.391758	-0.390464	-0.39226	-0.392013	-0.378379	0.10769
1.06875	-0.390489	-0.392243	-0.39238	-0.392077	-0.391506	-0.392451	-0.392335	-0.385903	0.063087
1.09375	-0.391773	-0.392507	-0.392563	-0.392431	-0.392195	-0.392594	-0.392545	-0.389792	0.026249
1.11875	-0.393189	-0.392828	-0.392793	-0.392881	-0.392834	-0.392742	-0.392737	-0.392462	-0.012984
1.14375	-0.397439	-0.393548	-0.393223	-0.393669	-0.394972	-0.393203	-0.393366	-0.400985	-0.155354
1.16875	-0.403197	-0.39333	-0.392961	-0.393165	-0.406313	-0.394663	-0.397082	-0.533054	-0.311488
1.19375	-0.407403	-0.393227	-0.39288	-0.393022	-0.41992	-0.396117	-0.401763	-0.72437	-0.358735
1.21875	-0.409149	-0.393175	-0.392833	-0.392933	-0.425526	-0.396714	-0.403699	-0.799892	-0.383819
1.24375	-0.409973	-0.393153	-0.392815	-0.392899	-0.428285	-0.397005	-0.404654	-0.837776	-0.393563
1.26875	-0.410293	-0.393144	-0.392807	-0.392885	-0.4293	-0.397114	-0.405003	-0.851625	-0.398019
1.29375	-0.410294	-0.393144	-0.392805	-0.392883	-0.429008	-0.397094	-0.404891	-0.847837	-0.399877
1.31875	-0.409397	-0.393176	-0.392819	-0.392893	-0.424343	-0.396659	-0.403228	-0.780599	-0.400596
1.34375	-0.405511	-0.393419	-0.392974	-0.393171	-0.410196	-0.39516	-0.398378	-0.576725	-0.389698
1.36875	-0.401757	-0.393747	-0.393289	-0.393792	-0.40168	-0.3941	-0.395568	-0.476805	-0.279424
1.39375	-0.39917	-0.393711	-0.393337	-0.393902	-0.397645	-0.393558	-0.394249	-0.432243	-0.187872
1.41875	-0.397144	-0.393518	-0.393244	-0.39374	-0.39549	-0.393231	-0.393561	-0.411698	-0.127308
1.44375	-0.395535	-0.393272	-0.393095	-0.393465	-0.39427	-0.393021	-0.39318	-0.401953	-0.08083
1.46875	-0.394046	-0.392981	-0.392899	-0.393091	-0.393426	-0.392852	-0.392922	-0.396822	-0.038245
1.49375	-0.392048	-0.392533	-0.39258	-0.39247	-0.392524	-0.392645	-0.392652	-0.393056	0.016762
1.51875	-0.387618	-0.39186	-0.392199	-0.391762	-0.390085	-0.392139	-0.391929	-0.382269	0.174322
1.54375	-0.381634	-0.392099	-0.392461	-0.392283	-0.377326	-0.390542	-0.387721	-0.227877	0.31655
1.56875	-0.37778	-0.392181	-0.392528	-0.392393	-0.36473	-0.389204	-0.383377	-0.050829	0.361648
1.59375	-0.37614	-0.39223	-0.392571	-0.392474	-0.359493	-0.388645	-0.38157	0.019702	0.384907
1.61875	-0.375382	-0.392249	-0.392587	-0.392504	-0.356958	-0.388378	-0.380692	0.0545	0.394071
1.64375	-0.375092	-0.392257	-0.392594	-0.392517	-0.356061	-0.388281	-0.380384	0.066757	0.398228
1.66875	-0.375131	-0.392255	-0.392595	-0.392516	-0.356544	-0.388319	-0.380563	0.060355	0.399966
1.69375	-0.37623	-0.392214	-0.392576	-0.392488	-0.362115	-0.388843	-0.382543	-0.020692	0.40059
1.71875	-0.380352	-0.39194	-0.392394	-0.392169	-0.376472	-0.390389	-0.387444	-0.224934	0.383874
1.74375	-0.38392	-0.391641	-0.392093	-0.39158	-0.384221	-0.391365	-0.389997	-0.314231	0.267575
1.76875	-0.386459	-0.391704	-0.392068	-0.391509	-0.388041	-0.391882	-0.391243	-0.356118	0.181074
1.79375	-0.388425	-0.391903	-0.392167	-0.391683	-0.390056	-0.392192	-0.391885	-0.374981	0.122265
1.81875	-0.390018	-0.392155	-0.392322	-0.391968	-0.391227	-0.392397	-0.392249	-0.384115	0.076472
1.84375	-0.391463	-0.392441	-0.392516	-0.392338	-0.392033	-0.39256	-0.392495	-0.38891	0.035049
1.86875	-0.39244	-0.392657	-0.392674	-0.392651	-0.39252	-0.392667	-0.392644	-0.391366	0.00749
1.89375	-0.396139	-0.393417	-0.393173	-0.393592	-0.394137	-0.393039	-0.393116	-0.396981	-0.096989
1.91875	-0.401222	-0.39342	-0.393037	-0.393304	-0.401168	-0.39406	-0.395359	-0.465233	-0.284454
1.94375	-0.406539	-0.393244	-0.392896	-0.393052	-0.417071	-0.395818	-0.400774	-0.685418	-0.34746
1.96875	-0.408733	-0.393188	-0.392844	-0.392955	-0.424202	-0.396572	-0.403243	-0.782115	-0.378858
1.99375	-0.409796	-0.393157	-0.392819	-0.392906	-0.427701	-0.396943	-0.404451	-0.829877	-0.391443
2.01875	-0.41023	-0.393145	-0.392808	-0.392888	-0.429118	-0.397093	-0.404941	-0.849148	-0.3971
2.04375	-0.410335	-0.393142	-0.392805	-0.392883	-0.429294	-0.397119	-0.404996	-0.851706	-0.399485
2.06875	-0.409883	-0.393158	-0.39281	-0.392885	-0.426753	-0.396887	-0.404082	-0.816097	-0.400489
